,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,country,salary
18571,36,3,3234,4,9,0,13,0,1,91,0,44,38,1
18572,41,3,15311,4,12,1,11,1,1,0,0,39,38,0
18573,20,1,20032,4,9,0,2,0,1,79,0,39,38,1
18574,7,3,20757,4,9,2,2,3,1,0,0,14,38,0
18575,36,3,6300,4,12,0,3,0,1,0,0,49,38,1
18576,6,3,9085,4,9,2,3,3,0,0,0,39,38,0
18577,25,8,4688,4,11,2,9,2,0,0,0,39,38,0
18578,13,3,13716,1,8,0,3,2,0,0,0,39,38,0
18579,21,3,20687,4,12,2,7,3,0,0,0,34,38,0
18580,11,3,6874,1,8,2,2,1,1,0,0,39,38,0
18581,2,3,148,3,7,2,7,3,0,0,0,19,38,0
18582,28,3,15156,1,8,0,6,0,1,0,0,39,38,0
18583,9,3,16594,4,12,2,0,3,1,0,0,39,38,0
18584,16,3,17015,3,4,2,11,4,0,0,0,39,38,0
18585,12,3,1743,1,8,2,4,1,1,0,0,49,38,0
18586,37,3,925,2,13,0,3,5,0,0,0,54,38,1
18587,6,3,8355,4,9,2,3,1,0,0,0,49,38,0
18588,26,4,14728,1,8,0,11,0,1,0,0,54,38,1
18589,20,3,15541,3,4,2,8,1,0,0,0,29,7,0
18590,14,3,12423,3,3,0,7,0,1,0,0,39,25,0
18591,39,4,14157,3,7,0,3,0,1,0,29,39,38,0
18592,8,3,10898,3,6,2,2,3,1,0,0,39,38,0
18593,0,3,11,3,6,2,7,3,0,0,0,24,38,0
18594,20,3,4188,1,8,1,0,4,0,0,0,67,38,0
18595,43,3,497,4,10,0,12,0,1,0,0,39,38,0
18596,42,0,2031,4,12,0,3,1,0,0,0,39,38,0
18597,42,0,11701,1,8,0,2,0,1,0,0,39,38,1
18598,29,5,20047,2,14,0,9,0,1,108,0,39,38,1
18599,11,8,20468,1,8,0,9,2,1,0,0,15,38,0
18600,16,8,11933,1,8,2,9,1,1,0,0,39,38,0
18601,7,3,14116,1,8,2,2,3,1,0,15,49,38,0
18602,12,3,1611,1,8,0,7,5,0,68,0,39,38,1
18603,16,5,2264,4,10,1,7,4,0,0,0,93,38,0
18604,12,8,4587,1,8,0,9,0,1,0,0,39,5,0
18605,6,6,17472,4,9,2,10,1,1,0,0,39,38,0
18606,3,3,17438,4,9,2,0,3,1,0,0,24,26,0
18607,43,3,19709,1,8,1,7,1,0,0,0,43,38,0
18608,27,3,14359,3,5,2,11,4,0,0,0,34,5,0
18609,1,3,9742,1,8,2,13,3,1,6,0,24,38,0
18610,35,0,362,3,7,2,7,4,0,0,0,39,38,0
18611,14,3,14230,1,8,1,2,1,1,0,0,44,38,0
18612,13,3,8832,4,12,1,9,4,0,0,0,54,38,1
18613,16,3,8788,1,8,0,5,0,1,61,0,39,38,0
18614,3,3,15584,4,9,2,7,1,0,0,0,31,38,0
18615,10,8,16272,4,12,0,9,5,0,0,0,34,38,1
18616,16,3,13918,4,10,1,0,3,0,0,0,49,38,0
18617,8,3,12066,1,8,2,7,1,0,0,0,34,38,0
18618,46,3,5038,1,8,1,2,1,0,0,0,19,38,0
18619,46,5,1620,4,9,1,3,1,1,0,0,34,38,0
18620,26,3,19649,1,8,1,11,1,0,0,0,29,38,0
18621,41,3,18019,3,6,1,6,1,0,0,0,39,38,0
18622,53,8,5471,4,10,1,9,4,0,0,0,34,38,0
18623,18,3,6144,4,10,2,0,3,0,106,0,39,38,1
18624,25,3,20048,4,9,0,3,0,1,0,0,54,38,1
18625,3,1,11530,4,9,2,10,3,1,0,0,24,38,0
18626,18,3,11566,1,8,1,2,1,1,0,0,39,38,0
18627,45,3,117,3,4,0,3,0,1,0,0,39,38,0
18628,24,3,17641,1,8,1,2,4,0,15,0,49,38,0
18629,26,5,10735,4,12,0,9,5,0,0,0,34,38,0
18630,2,3,21449,3,7,2,6,3,1,0,0,39,38,0
18631,29,3,8775,1,8,2,0,3,0,0,0,39,38,0
18632,30,3,2057,4,12,0,9,0,1,108,0,49,38,1
18633,19,5,10824,4,12,0,3,0,1,91,0,39,38,1
18634,28,3,10845,4,11,2,0,1,0,0,0,39,38,0
18635,31,3,414,3,5,0,2,0,1,0,0,29,38,0
18636,12,3,2672,4,11,2,0,1,0,0,0,39,38,0
18637,31,6,5438,4,12,0,3,0,1,79,0,39,38,1
18638,19,3,21189,1,8,1,11,4,0,0,0,24,38,0
18639,41,3,7418,3,6,0,2,0,1,0,0,39,38,0
18640,26,3,18297,1,8,2,0,1,0,0,0,39,38,0
18641,42,3,575,4,12,0,2,0,1,0,0,3,38,0
18642,25,3,11115,4,12,0,3,0,1,0,0,39,38,0
18643,16,0,178,4,10,0,12,0,1,0,0,39,38,1
18644,6,0,8854,4,9,2,1,2,1,0,0,39,38,0
18645,4,3,15660,4,9,2,5,3,1,0,0,24,38,0
18646,31,3,13541,3,2,1,6,4,0,0,0,39,5,0
18647,15,1,2974,1,8,0,2,0,1,0,0,39,38,0
18648,14,3,2975,4,9,0,0,0,1,0,0,49,38,1
18649,49,1,16699,2,13,1,9,1,0,0,0,39,38,0
18650,6,1,19278,4,12,2,0,1,1,0,0,31,38,0
18651,35,3,20459,4,9,0,0,5,0,0,0,34,38,1
18652,0,3,6878,3,6,2,5,3,1,0,0,14,38,0
18653,18,3,15683,4,9,0,11,0,1,0,0,42,38,1
18654,22,3,11667,0,15,0,9,0,1,118,0,54,38,1
18655,4,8,9441,4,9,2,9,1,0,0,0,9,38,0
18656,7,3,7714,4,9,2,0,4,0,0,0,39,38,0
18657,28,3,2841,1,8,0,7,0,1,0,0,79,23,1
18658,8,3,20293,1,8,2,2,1,1,0,52,49,38,0
18659,12,0,12388,4,12,2,9,1,1,0,0,39,38,0
18660,39,3,5226,4,12,0,0,0,1,79,0,43,38,1
18661,17,5,2811,1,8,1,4,1,1,0,0,39,38,0
18662,47,1,11714,1,8,1,2,1,1,0,0,39,38,1
18663,10,3,5604,1,8,0,0,0,1,0,0,38,38,0
18664,30,3,9139,1,8,1,6,1,1,71,0,39,38,0
18665,19,3,1927,4,12,0,12,0,1,50,0,41,38,1
18666,27,0,8622,1,8,1,6,1,1,0,0,39,38,0
18667,14,3,6077,1,8,2,4,1,0,0,0,59,38,0
18668,6,3,7659,1,8,0,0,2,0,0,0,34,38,0
18669,28,1,18805,4,9,0,9,0,1,94,0,49,38,1
18670,14,1,2776,1,8,2,6,3,1,0,0,63,38,0
18671,28,3,17283,3,5,0,2,0,1,0,0,59,38,0
18672,25,3,8311,1,8,2,0,4,0,0,0,34,38,0
18673,16,3,14230,4,11,0,9,0,1,0,0,39,38,1
18674,16,1,668,2,13,0,9,5,0,0,0,39,38,0
18675,13,5,9119,4,9,0,0,5,0,0,0,19,38,1
18676,8,3,7455,4,9,2,6,1,1,0,0,41,38,0
18677,16,3,8538,2,13,2,3,1,0,0,0,31,38,0
18678,53,5,5923,2,13,0,3,0,1,0,68,7,38,1
18679,5,3,1524,3,4,2,13,3,1,0,0,39,38,0
18680,13,3,15367,4,12,0,11,0,1,0,0,39,38,1
18681,29,3,5673,4,11,0,3,0,1,108,0,49,38,1
18682,26,5,7321,3,7,0,13,0,1,0,0,59,38,0
18683,20,3,3468,3,3,2,6,3,0,0,0,24,38,0
18684,42,4,9429,4,9,0,3,0,1,108,0,59,38,1
18685,34,5,795,1,8,2,4,4,1,0,0,44,38,0
18686,30,3,6601,4,12,0,3,0,1,43,0,64,23,0
18687,19,3,806,4,9,0,3,0,1,0,0,59,38,0
18688,56,1,13268,3,2,0,9,0,1,0,0,5,38,0
18689,15,1,10289,2,13,2,9,1,0,0,0,39,38,0
18690,17,3,9165,1,8,0,11,0,1,0,0,49,38,0
18691,34,1,791,1,8,0,13,0,1,0,0,39,38,0
18692,3,3,5326,1,8,2,6,4,0,0,0,44,38,0
18693,40,3,12171,4,9,0,7,0,1,0,0,39,25,0
18694,2,3,7366,4,9,2,7,3,1,0,0,19,38,0
18695,28,3,12422,3,7,0,11,0,1,94,0,39,38,1
18696,38,3,3967,3,5,0,2,0,1,0,0,39,38,0
18697,43,3,7637,4,9,0,2,0,1,0,0,39,38,0
18698,2,3,3662,1,8,2,4,1,1,0,0,39,38,0
18699,18,3,9092,1,8,0,12,0,1,0,0,39,38,0
18700,3,3,15002,1,8,2,6,3,0,0,0,29,38,0
18701,17,1,13580,4,12,2,9,2,1,0,0,14,38,0
18702,9,3,17966,2,14,0,9,0,1,0,50,39,38,1
18703,56,0,6179,4,9,1,12,1,0,52,0,39,38,0
18704,10,3,18307,2,13,0,9,0,1,0,0,54,38,0
18705,20,5,322,4,10,2,4,3,1,0,0,79,38,0
18706,56,5,19277,1,8,0,11,0,1,0,0,39,38,0
18707,29,0,19692,4,10,0,12,0,1,0,44,39,38,1
18708,19,1,3981,1,8,2,0,1,1,0,0,39,38,0
18709,37,5,1359,1,8,0,4,0,1,0,0,59,38,1
18710,32,3,15264,3,6,0,7,0,1,0,0,49,38,0
18711,51,1,509,1,8,0,4,0,1,0,0,39,38,0
18712,17,3,1766,4,12,2,3,1,1,0,23,49,38,0
18713,13,3,18022,4,10,2,9,1,1,0,0,39,38,0
18714,11,3,20228,4,12,2,11,4,1,0,0,49,38,0
18715,11,3,4346,3,6,0,3,0,1,0,0,49,38,1
18716,8,1,13068,4,9,0,7,0,1,0,0,39,38,0
18717,9,3,8709,4,9,2,6,1,1,0,0,39,29,0
18718,23,3,8822,4,9,0,12,0,1,0,0,54,38,1
18719,15,1,3880,1,8,1,0,4,0,0,0,39,38,0
18720,43,8,1142,3,6,0,9,4,0,0,0,19,38,0
18721,1,3,4040,3,7,2,8,1,0,0,0,29,38,0
18722,19,3,20795,4,12,0,9,0,1,0,0,39,38,0
18723,9,3,12122,4,12,2,9,3,0,0,0,39,38,0
18724,7,3,12098,1,8,2,9,3,0,0,0,44,38,0
18725,72,1,8030,1,8,0,7,0,1,89,0,39,38,0
18726,3,3,14076,4,9,2,0,3,0,0,0,39,25,0
18727,10,3,8915,4,12,1,12,3,1,0,0,49,38,0
18728,41,1,771,4,12,1,9,1,0,0,0,49,38,0
18729,20,3,6089,2,13,0,3,0,1,0,50,39,38,1
18730,48,8,18718,1,8,1,9,4,0,30,0,72,38,0
18731,11,3,59,1,8,2,3,1,1,0,0,39,38,0
18732,19,1,10332,4,12,1,9,1,0,0,0,59,38,0
18733,28,1,1862,1,8,0,2,0,1,0,0,39,38,1
18734,6,3,18238,1,8,2,11,1,1,0,0,47,38,0
18735,52,1,12426,1,8,0,3,0,1,0,0,34,38,0
18736,41,5,8340,1,8,0,3,0,1,0,0,39,38,0
18737,5,3,4760,1,8,2,0,3,1,0,0,19,38,0
18738,41,5,7038,4,12,0,4,0,1,0,0,34,38,0
18739,36,0,3264,4,9,0,10,0,1,0,0,59,38,1
18740,27,4,968,1,8,0,4,0,1,0,0,59,38,0
18741,14,3,2034,3,5,2,7,1,1,0,0,39,38,0
18742,29,3,9547,4,12,1,6,4,0,0,0,39,32,0
18743,31,3,6220,1,8,0,7,0,1,0,0,39,38,0
18744,29,0,12191,4,9,1,0,4,0,0,0,39,38,0
18745,26,3,5786,3,4,2,6,4,0,0,5,39,38,0
18746,26,3,9605,4,9,1,0,1,0,0,0,39,38,0
18747,0,4,10927,3,5,2,11,3,1,0,0,14,38,0
18748,3,3,14345,4,9,2,11,3,1,0,0,39,38,0
18749,5,3,2413,4,9,2,9,1,0,0,0,34,38,0
18750,2,8,15322,4,9,2,9,3,1,0,0,34,38,0
18751,18,3,3633,4,9,1,7,4,0,0,0,39,38,0
18752,12,3,15804,4,12,2,12,1,1,0,0,39,38,0
18753,1,8,6150,4,9,2,9,3,0,0,0,39,38,0
18754,8,3,13172,1,8,2,2,1,1,0,0,34,38,0
18755,37,3,7280,3,5,0,6,0,1,0,0,39,38,0
18756,6,3,2804,4,9,0,11,3,0,0,0,15,38,0
18757,19,3,18266,3,2,1,8,4,0,0,0,34,25,0
18758,9,5,12933,1,8,0,2,0,1,0,0,49,38,0
18759,8,1,10140,1,8,2,7,3,1,0,0,39,38,0
18760,29,3,19784,3,4,1,7,4,0,0,0,39,38,0
18761,24,3,6048,4,9,1,2,1,0,0,0,49,38,0
18762,14,3,8230,1,8,2,9,3,1,0,0,39,38,0
18763,31,0,20991,2,13,0,9,0,1,0,0,39,38,1
18764,35,4,21469,2,13,1,3,1,0,0,0,49,38,0
18765,5,0,3895,1,8,2,5,3,1,0,0,42,38,0
18766,1,3,865,1,8,2,2,3,1,0,0,24,38,0
18767,29,3,4768,4,9,2,0,1,0,0,0,39,38,0
18768,17,1,7275,4,9,2,10,3,1,0,0,39,38,0
18769,13,0,2618,1,8,0,1,2,1,0,0,47,38,0
18770,14,3,5689,3,6,2,7,1,1,0,0,39,38,0
18771,4,3,14162,1,8,0,2,0,1,0,0,39,38,0
18772,24,5,3258,1,8,1,11,1,1,60,0,44,38,0
18773,28,6,4141,4,12,0,3,0,1,0,50,59,38,1
18774,13,6,8374,4,12,2,0,1,1,0,0,39,38,0
18775,4,3,21122,3,4,2,7,4,1,0,0,34,25,0
18776,27,3,14732,4,9,1,11,4,0,0,15,45,38,0
18777,37,3,14737,3,6,1,2,3,0,0,0,49,38,1
18778,19,3,17758,1,8,0,2,0,1,0,0,39,38,1
18779,33,3,11388,4,12,2,3,1,1,0,0,49,38,1
18780,9,3,7167,4,12,2,9,4,0,0,0,34,38,0
18781,30,1,7643,2,14,0,9,0,1,0,0,34,38,0
18782,19,3,11097,1,8,2,7,3,1,0,0,36,38,0
18783,15,5,264,4,9,0,11,0,1,0,0,59,38,0
18784,4,3,20372,3,5,2,7,1,0,0,0,34,38,0
18785,13,3,7043,1,8,0,11,0,1,0,0,44,38,0
18786,17,3,14827,1,8,2,8,1,0,0,0,39,25,0
18787,34,3,14956,1,8,0,2,1,1,0,0,44,3,0
18788,38,5,5569,3,5,0,13,0,1,0,0,49,38,0
18789,26,3,18215,4,9,0,0,0,1,0,0,39,38,0
18790,20,3,7699,1,8,2,5,1,1,0,0,29,38,0
18791,11,1,12990,4,9,2,3,3,0,0,0,39,38,0
18792,22,3,9966,4,9,0,9,0,1,0,0,49,38,0
18793,18,5,8318,1,8,0,2,0,1,0,0,39,38,0
18794,42,8,20748,2,13,0,9,0,1,0,0,19,38,0
18795,9,3,4339,1,8,2,2,3,1,0,0,35,38,0
18796,51,3,7302,1,8,0,0,0,1,62,0,39,38,0
18797,29,3,1297,2,14,1,9,1,1,0,86,39,38,1
18798,4,3,13295,1,8,2,7,3,1,0,0,36,38,0
18799,6,3,5147,4,9,2,11,3,0,0,0,19,38,0
18800,0,3,11266,3,5,0,11,3,0,0,0,29,38,0
18801,6,1,18376,1,8,2,7,1,0,0,0,39,38,0
18802,17,3,118,1,8,1,0,4,1,0,0,14,38,0
18803,16,3,10897,4,11,2,9,1,0,0,0,39,38,0
18804,14,3,19485,4,11,1,13,1,1,0,0,44,38,0
18805,14,8,10732,4,12,0,9,5,0,66,0,29,1,0
18806,39,5,2279,1,8,0,11,0,1,0,0,39,38,0
18807,4,3,19743,1,8,2,0,3,0,0,0,39,38,0
18808,28,3,18030,1,8,1,0,1,0,0,23,39,23,0
18809,24,4,14459,4,12,0,3,0,1,94,0,39,38,1
18810,9,3,11640,3,5,1,5,1,0,0,0,29,38,0
18811,24,3,19533,3,6,1,7,4,0,0,0,39,38,0
18812,29,4,4737,2,13,0,3,0,1,0,0,54,38,1
18813,30,6,2447,1,8,1,0,4,0,0,0,39,38,0
18814,26,5,12043,2,14,0,9,0,1,0,0,59,38,1
18815,18,3,19248,1,8,0,11,0,1,0,0,44,38,0
18816,27,5,17271,1,8,1,11,1,1,0,0,49,38,0
18817,41,4,5023,4,12,0,3,0,1,94,0,29,38,1
18818,8,3,1640,4,11,1,12,3,0,0,24,24,38,0
18819,27,3,11375,4,10,2,2,4,1,0,0,39,38,0
18820,40,3,4278,4,9,2,2,1,1,0,0,41,38,0
18821,7,3,14005,4,9,0,5,0,1,0,0,39,38,0
18822,21,3,1663,4,12,2,0,1,0,0,0,49,38,0
18823,16,3,11696,3,3,1,5,1,1,26,0,34,38,0
18824,8,3,2593,4,9,2,9,3,0,0,0,39,38,0
18825,16,3,5841,1,8,0,6,0,1,0,0,79,38,1
18826,33,1,14818,4,9,0,10,0,1,0,0,51,38,1
18827,18,3,17633,1,8,0,11,0,1,79,0,49,38,1
18828,19,3,9088,4,12,1,0,1,1,0,0,54,38,1
18829,10,3,11379,4,9,2,7,3,0,0,0,39,38,0
18830,5,3,8294,4,10,2,2,3,1,0,0,49,38,0
18831,13,3,14890,1,8,0,13,0,1,0,0,39,38,0
18832,72,3,5145,2,13,2,3,3,0,0,0,39,38,0
18833,22,3,9358,1,8,1,7,2,1,0,0,39,38,0
18834,17,6,14526,4,12,2,9,1,1,0,0,44,38,0
18835,22,3,14691,4,12,0,3,0,1,0,0,59,38,1
18836,2,3,274,4,9,2,7,3,0,0,0,3,38,0
18837,2,3,18965,3,5,2,2,1,1,0,0,39,38,0
18838,12,3,13681,1,8,0,2,0,1,0,0,39,38,0
18839,49,5,9939,4,11,0,2,0,1,29,0,29,17,0
18840,21,3,8614,4,9,0,12,0,1,0,0,44,38,0
18841,27,3,13685,3,2,0,5,0,1,0,0,39,25,0
18842,17,5,4916,3,3,2,2,3,1,0,0,39,38,0
18843,18,6,18826,4,11,1,3,1,0,0,0,39,38,0
18844,12,1,20228,4,12,2,9,1,1,0,0,39,38,0
18845,5,3,14950,1,8,0,13,0,1,0,0,39,38,0
18846,16,8,4036,4,9,2,9,3,1,0,0,39,38,0
18847,56,3,10862,4,10,1,9,1,1,113,0,59,38,1
18848,18,1,10231,4,9,0,3,0,1,0,74,39,38,0
18849,24,3,691,1,8,2,5,1,1,0,0,39,38,0
18850,10,5,5264,4,9,0,7,5,0,0,0,49,38,0
18851,8,3,10007,1,8,2,0,1,1,0,0,49,38,0
18852,30,3,7807,4,12,1,5,1,1,0,20,50,38,1
18853,19,3,10141,4,12,0,11,5,0,0,0,34,38,1
18854,19,3,13645,3,1,1,7,2,0,0,0,19,25,0
18855,8,1,13314,1,8,1,12,4,0,0,0,39,38,0
18856,20,3,12860,3,6,1,13,1,1,0,0,64,38,0
18857,9,1,12969,4,12,2,12,3,1,0,0,39,38,0
18858,36,3,3577,4,9,0,3,0,1,0,37,39,38,0
18859,19,1,21493,2,13,0,9,5,0,0,0,39,38,0
18860,13,3,21352,4,12,2,12,1,0,73,0,44,38,1
18861,36,1,18969,4,9,1,7,1,0,0,0,39,38,0
18862,20,5,4501,1,8,0,2,0,1,0,0,44,38,0
18863,24,6,6330,1,8,1,2,4,1,0,0,39,38,0
18864,36,3,4156,4,12,0,5,0,1,0,0,54,38,0
18865,6,3,11345,4,9,2,7,3,1,0,0,31,38,0
18866,11,3,9707,1,8,0,4,0,1,0,0,49,38,0
18867,36,1,13440,3,5,0,7,0,1,0,0,39,38,0
18868,15,3,13569,1,8,0,13,0,1,0,0,19,38,1
18869,16,3,20738,4,12,2,0,1,0,0,0,49,38,0
18870,10,3,13588,1,8,2,11,2,0,0,0,31,5,0
18871,35,3,7328,4,10,0,2,0,1,0,47,39,38,1
18872,14,3,13613,4,9,0,0,0,1,0,0,54,38,0
18873,10,3,15910,4,11,2,3,1,0,0,0,39,38,1
18874,27,3,21628,1,8,0,5,5,0,51,0,29,38,0
18875,20,5,18184,2,13,0,9,0,1,0,0,39,38,0
18876,22,3,8801,1,8,0,2,0,1,0,0,59,38,0
18877,1,3,18601,3,7,2,11,3,0,0,0,19,38,0
18878,25,3,8197,1,8,0,5,0,1,0,0,39,38,1
18879,32,3,17961,4,12,0,2,0,1,0,0,39,38,1
18880,18,3,8022,1,8,1,5,4,0,0,0,35,38,0
18881,26,3,16176,1,8,0,13,0,1,0,0,93,38,0
18882,26,3,21158,2,14,0,9,0,1,118,0,59,38,1
18883,14,3,18510,4,9,0,2,0,1,0,0,39,38,1
18884,10,3,757,4,12,2,7,1,1,0,0,39,38,0
18885,29,0,4378,4,9,1,0,1,0,0,0,39,38,0
18886,37,3,6920,1,8,0,11,0,1,0,0,43,38,0
18887,20,3,7037,4,9,0,0,0,1,0,0,39,22,1
18888,36,1,14190,4,9,0,10,0,1,68,0,39,38,1
18889,9,3,8710,4,9,2,0,1,1,0,0,19,29,0
18890,42,4,16325,2,14,0,9,0,1,0,0,54,38,1
18891,19,0,19924,4,9,1,0,1,1,0,0,39,38,0
18892,15,3,15138,1,8,0,6,0,1,0,0,39,38,1
18893,36,1,12401,2,13,0,9,0,1,0,0,39,38,1
18894,9,3,6401,1,8,2,0,3,0,0,0,39,38,0
18895,18,3,427,1,8,0,7,5,0,0,0,39,38,1
18896,31,3,4288,1,8,1,3,4,0,0,0,39,38,0
18897,13,1,10350,4,9,1,5,1,1,0,0,39,38,0
18898,21,3,15773,3,7,0,2,0,1,94,0,39,38,1
18899,41,5,12341,1,8,0,3,5,0,0,0,9,38,1
18900,27,3,15194,1,8,0,13,1,1,0,0,31,1,0
18901,13,3,6357,4,10,1,9,4,0,0,0,39,38,0
18902,51,5,19286,1,8,0,3,0,1,0,0,9,38,0
18903,9,1,19336,4,12,2,9,3,0,0,0,39,38,0
18904,9,1,4244,4,12,2,9,3,0,0,0,39,38,0
18905,24,3,14622,3,1,0,6,0,1,0,0,39,25,0
18906,26,6,21338,4,12,0,9,0,1,108,0,39,38,1
18907,31,3,2145,4,12,1,3,1,1,0,0,46,38,0
18908,38,3,17685,1,8,1,11,1,0,0,0,36,38,0
18909,33,5,14488,4,9,1,3,4,0,0,0,39,38,0
18910,24,3,20942,3,6,0,2,0,1,0,17,49,38,1
18911,35,3,13498,1,8,0,11,0,1,0,0,35,38,0
18912,7,8,20778,1,8,0,9,5,0,0,0,39,25,0
18913,14,5,10728,1,8,0,2,0,1,0,47,39,38,1
18914,37,1,6336,4,10,0,10,0,1,0,0,37,38,1
18915,14,5,11219,2,13,1,12,1,0,0,0,24,38,0
18916,14,4,13074,4,12,0,3,0,1,0,0,49,38,1
18917,30,3,6250,1,8,0,2,0,1,0,0,39,38,1
18918,23,3,1792,4,10,0,9,0,1,0,0,39,38,1
18919,29,6,18690,4,9,1,0,4,0,0,0,47,38,0
18920,28,3,6661,1,8,1,6,1,0,0,0,39,38,0
18921,22,3,18844,3,5,2,7,4,0,0,0,24,25,0
18922,17,1,15435,4,9,2,0,4,0,0,0,17,38,0
18923,31,8,7862,4,9,2,9,1,1,97,0,59,38,1
18924,2,8,6603,4,9,2,9,3,0,0,0,19,38,0
18925,39,3,2825,4,9,2,0,1,0,0,0,39,1,0
18926,30,3,7826,1,8,1,9,2,0,0,0,39,32,0
18927,18,3,18923,4,9,0,7,5,0,0,0,39,38,1
18928,8,3,11711,4,9,0,2,0,1,0,0,39,3,0
18929,26,1,4446,4,12,1,9,4,0,0,0,39,38,0
18930,42,3,14912,4,12,0,11,0,1,0,0,36,38,1
18931,49,8,13935,3,3,1,9,1,1,0,0,9,38,0
18932,46,3,16907,3,3,0,13,0,1,0,0,59,38,1
18933,15,3,16517,4,9,0,13,1,0,0,0,36,38,0
18934,41,8,942,4,12,1,9,1,0,0,0,39,38,0
18935,26,4,7793,4,10,0,3,2,1,0,0,49,38,1
18936,10,3,13743,1,8,2,0,1,0,0,0,51,38,0
18937,4,3,6748,3,7,2,5,3,1,0,0,31,38,0
18938,27,0,15895,4,9,1,3,4,1,0,0,59,38,1
18939,23,5,15703,1,8,0,2,0,1,0,0,59,38,0
18940,48,3,9710,1,8,1,0,4,0,0,0,39,38,0
18941,33,3,15597,4,9,0,0,0,1,0,0,44,38,1
18942,1,8,8784,1,8,1,9,3,1,0,0,19,38,0
18943,34,6,9617,2,13,2,9,1,1,0,0,39,38,1
18944,27,0,14270,4,9,1,0,4,0,0,0,39,38,0
18945,3,3,12921,4,9,2,11,3,0,0,0,12,38,0
18946,12,3,7804,4,10,2,3,1,1,0,0,39,38,0
18947,33,3,3473,4,10,0,2,0,1,0,0,49,38,1
18948,33,1,7983,1,8,0,3,0,1,79,0,39,38,1
18949,26,3,8256,3,5,0,0,0,1,0,0,39,38,0
18950,6,3,14158,4,12,2,12,1,0,0,0,39,38,0
18951,24,3,2864,1,8,0,13,0,1,0,0,39,38,0
18952,13,8,8442,4,9,0,9,5,0,0,0,29,38,0
18953,41,5,18556,4,12,0,4,0,1,0,0,24,38,0
18954,33,6,6527,4,10,0,9,0,1,0,0,39,38,0
18955,20,5,857,4,12,0,2,0,1,0,0,64,38,1
18956,4,3,20593,1,8,2,4,3,1,0,0,23,38,0
18957,16,3,10484,1,8,0,11,5,0,0,0,19,38,0
18958,35,3,1468,4,9,1,0,4,0,0,0,44,38,0
18959,30,3,12925,1,8,0,13,0,1,0,0,39,38,0
18960,28,5,18839,4,12,2,11,1,1,105,0,44,38,1
18961,17,3,8140,4,9,0,2,0,1,0,0,39,38,1
18962,22,3,99,4,9,0,11,0,1,0,0,39,29,1
18963,14,3,16563,4,9,1,7,1,0,0,0,14,38,0
18964,2,8,317,4,9,2,9,1,1,0,0,39,38,0
18965,28,3,20309,4,9,1,12,1,0,0,0,44,38,0
18966,28,5,7956,4,10,0,10,0,1,0,0,2,38,0
18967,17,3,8115,1,8,2,6,1,1,69,0,29,38,0
18968,10,3,8071,3,6,0,11,3,1,0,0,34,18,0
18969,20,3,19270,1,8,1,11,4,0,0,0,39,38,0
18970,3,3,3493,1,8,2,0,3,0,0,0,19,38,0
18971,15,3,6591,4,12,2,3,1,1,104,0,47,38,1
18972,7,3,15663,3,1,2,5,1,1,0,0,54,25,0
18973,22,3,2774,1,8,0,5,0,1,0,0,39,38,0
18974,1,3,4672,4,9,2,11,3,0,0,0,29,38,0
18975,45,5,1063,4,9,0,4,0,1,0,0,76,38,0
18976,7,3,3263,4,12,1,3,1,0,0,0,39,38,0
18977,20,3,12073,1,8,0,13,0,1,0,0,44,38,0
18978,29,3,13389,4,12,1,0,1,0,0,0,24,38,0
18979,27,3,3077,1,8,1,2,1,1,0,0,39,38,0
18980,36,3,7727,1,8,2,11,1,1,0,83,47,38,1
18981,8,3,18947,4,12,2,5,3,1,0,0,34,38,0
18982,27,3,15537,2,14,0,6,0,1,0,0,44,38,0
18983,7,3,847,4,12,2,11,1,1,0,0,49,38,0
18984,44,3,8819,1,8,0,13,0,1,0,0,19,38,0
18985,28,1,3426,2,13,1,9,4,0,0,0,39,38,0
18986,16,5,4946,4,9,2,2,3,1,0,0,47,38,0
18987,31,3,10779,4,12,0,9,0,1,108,0,44,38,1
18988,9,1,2497,1,8,2,5,3,1,0,0,29,38,0
18989,23,8,21342,1,8,1,9,1,0,0,0,31,38,0
18990,51,3,12286,4,12,0,11,0,1,111,0,39,38,1
18991,7,3,17371,1,8,1,10,3,0,0,40,39,38,0
18992,8,8,1077,4,12,0,9,0,1,0,0,59,38,0
18993,14,1,617,4,12,2,9,1,0,0,0,49,38,0
18994,38,3,20844,4,9,1,7,4,0,0,0,37,38,0
18995,29,3,9538,4,11,1,11,4,0,0,0,37,38,0
18996,41,3,12652,4,12,1,3,1,1,0,0,37,38,0
18997,39,3,15364,1,8,1,7,4,0,0,0,39,38,0
18998,28,0,9257,4,12,2,0,1,1,0,0,54,38,1
18999,7,3,7446,4,12,2,3,4,1,0,0,39,38,1
19000,18,1,2448,1,8,1,4,3,1,0,0,55,38,0
19001,34,3,8043,1,8,0,12,0,1,0,0,39,38,1
19002,30,3,18964,2,14,0,9,0,1,108,0,54,38,1
19003,0,3,12606,3,6,2,0,2,0,0,0,9,38,0
19004,4,3,16956,3,5,2,9,4,0,0,0,39,38,0
19005,28,3,9141,4,12,2,9,1,0,0,0,39,38,1
19006,25,3,15083,1,8,0,11,0,1,79,0,49,38,1
